time,data
0,3.82664922e-08
2.083333333e-05,4.346186699e-08
4.166666667e-05,4.861573899e-08
6.25e-05,5.371819967e-08
8.333333333e-05,5.889708632e-08
0.0001041666667,6.418463983e-08
0.000125,6.960790699e-08
0.0001458333333,7.513558131e-08
0.0001666666667,8.067862467e-08
0.0001875,8.626046366e-08
0.0002083333333,9.184752514e-08
0.0002291666667,9.755409991e-08
0.00025,1.033689614e-07
0.0002708333333,1.092984618e-07
0.0002916666667,1.152658982e-07
0.0003125,1.211506486e-07
0.0003333333333,1.269404919e-07
0.0003541666667,1.325603165e-07
0.000375,1.380942507e-07
0.0003958333333,1.434965782e-07
0.0004166666667,1.487549497e-07
0.0004375,1.537833327e-07
0.0004583333333,1.584520817e-07
0.0004791666667,1.627514905e-07
0.0005,1.665971183e-07
0.0005208333333,1.700887253e-07
0.0005416666667,1.731858532e-07
0.0005625,1.759190695e-07
0.0005833333333,1.78208083e-07
0.0006041666667,1.799510159e-07
0.000625,1.811115027e-07
0.0006458333333,1.815967892e-07
0.0006666666667,1.814946131e-07
0.0006875,1.807646157e-07
0.0007083333333,1.794636262e-07
0.0007291666667,1.775051572e-07
0.00075,1.747769005e-07
0.0007708333333,1.712230215e-07
0.0007916666667,1.667215486e-07
0.0008125,1.61416267e-07
0.0008333333333,1.552956945e-07
0.0008541666667,1.485197174e-07
0.000875,1.410275132e-07
0.0008958333333,1.327380943e-07
0.0009166666667,1.235918035e-07
0.0009375,1.134913248e-07
0.0009583333333,1.026263377e-07
0.0009791666667,9.106479126e-08
0.001,7.899260623e-08
0.001020833333,6.636415151e-08
0.001041666667,5.303434847e-08
0.0010625,3.890739109e-08
0.001083333333,2.386982345e-08
0.001104166667,8.148386854e-09
0.001125,-8.140552232e-09
0.001145833333,-2.475722205e-08
0.001166666667,-4.177451274e-08
0.0011875,-5.929638647e-08
0.001208333333,-7.745411068e-08
0.001229166667,-9.624225328e-08
0.00125,-1.153786471e-07
0.001270833333,-1.346393645e-07
0.001291666667,-1.53744196e-07
0.0013125,-1.727739374e-07
0.001333333333,-1.918426449e-07
0.001354166667,-2.110827495e-07
0.001375,-2.305012572e-07
0.001395833333,-2.497677087e-07
0.001416666667,-2.687259837e-07
0.0014375,-2.870871185e-07
0.001458333333,-3.050245994e-07
0.001479166667,-3.226404885e-07
0.0015,-3.400861033e-07
0.001520833333,-3.573092897e-07
0.001541666667,-3.739826582e-07
0.0015625,-3.898817909e-07
0.001583333333,-4.0474157e-07
0.001604166667,-4.18641946e-07
0.001625,-4.316726461e-07
0.001645833333,-4.439114889e-07
0.001666666667,-4.553124029e-07
0.0016875,-4.655669841e-07
0.001708333333,-4.745174067e-07
0.001729166667,-4.819078185e-07
0.00175,-4.879053108e-07
0.001770833333,-4.925609574e-07
0.001791666667,-4.96102416e-07
0.0018125,-4.984985367e-07
0.001833333333,-4.995959557e-07
0.001854166667,-4.992348863e-07
0.001875,-4.971749377e-07
0.001895833333,-4.934996127e-07
0.001916666667,-4.882616054e-07
0.0019375,-4.816379828e-07
0.001958333333,-4.737018742e-07
0.001979166667,-4.642377007e-07
0.002,-4.531252387e-07
0.002020833333,-4.400057207e-07
0.002041666667,-4.249759513e-07
0.0020625,-4.081194618e-07
0.002083333333,-3.897870897e-07
0.002104166667,-3.701696869e-07
0.002125,-3.492430096e-07
0.002145833333,-3.268187072e-07
0.002166666667,-3.026713102e-07
0.0021875,-2.767997671e-07
0.002208333333,-2.495031879e-07
0.002229166667,-2.211717032e-07
0.00225,-1.921134611e-07
0.002270833333,-1.622534427e-07
0.002291666667,-1.312962752e-07
0.0023125,-9.887893526e-08
0.002333333333,-6.501610983e-08
0.002354166667,-2.996615223e-08
0.002375,5.665039993e-09
0.002395833333,4.165439904e-08
0.002416666667,7.793659762e-08
0.0024375,1.1493632e-07
0.002458333333,1.528758702e-07
0.002479166667,1.916886134e-07
0.0025,2.308672435e-07
0.002520833333,2.697424861e-07
0.002541666667,3.079291844e-07
0.0025625,3.454875923e-07
0.002583333333,3.827624084e-07
0.002604166667,4.201024524e-07
0.002625,4.573510637e-07
0.002645833333,4.940965823e-07
0.002666666667,5.296779477e-07
0.0026875,5.638966059e-07
0.002708333333,5.968107075e-07
0.002729166667,6.289353678e-07
0.00275,6.604303167e-07
0.002770833333,6.912730441e-07
0.002791666667,7.20833782e-07
0.0028125,7.485969036e-07
0.002833333333,7.74183718e-07
0.002854166667,7.976735787e-07
0.002875,8.193741223e-07
0.002895833333,8.39437007e-07
0.002916666667,8.577534345e-07
0.0029375,8.738815609e-07
0.002958333333,8.873080901e-07
0.002979166667,8.978918231e-07
0.003,9.056097383e-07
0.003020833333,9.109972439e-07
0.003041666667,9.141538726e-07
0.0030625,9.153332599e-07
0.003083333333,9.141055557e-07
0.003104166667,9.102296872e-07
0.003125,9.033543051e-07
0.003145833333,8.935215305e-07
0.003166666667,8.810071108e-07
0.0031875,8.660662729e-07
0.003208333333,8.488738104e-07
0.003229166667,8.291530094e-07
0.00325,8.065098314e-07
0.003270833333,7.805886071e-07
0.003291666667,7.512576303e-07
0.0033125,7.190508313e-07
0.003333333333,6.842626021e-07
0.003354166667,6.476159911e-07
0.003375,6.08757091e-07
0.003395833333,5.676512842e-07
0.003416666667,5.236933021e-07
0.0034375,4.770208193e-07
0.003458333333,4.28163446e-07
0.003479166667,3.777393545e-07
0.0035,3.264591157e-07
0.003520833333,2.740288494e-07
0.003541666667,2.200416134e-07
0.0035625,1.638950238e-07
0.003583333333,1.054197227e-07
0.003604166667,4.547063526e-08
0.003625,-1.544547423e-08
0.003645833333,-7.630680443e-08
0.003666666667,-1.376396028e-07
0.0036875,-1.996364176e-07
0.003708333333,-2.630587232e-07
0.003729166667,-3.275861502e-07
0.00375,-3.923582028e-07
0.003770833333,-4.563647451e-07
0.003791666667,-5.187640113e-07
0.0038125,-5.798992788e-07
0.003833333333,-6.402150348e-07
0.003854166667,-7.003459359e-07
0.003875,-7.601324796e-07
0.003895833333,-8.185883758e-07
0.003916666667,-8.750849361e-07
0.0039375,-9.287077205e-07
0.003958333333,-9.80313871e-07
0.003979166667,-1.030046064e-06
0.004,-1.078859327e-06
0.004020833333,-1.126164534e-06
0.004041666667,-1.171241365e-06
0.0040625,-1.213161795e-06
0.004083333333,-1.251220397e-06
0.004104166667,-1.285883286e-06
0.004125,-1.317352371e-06
0.004145833333,-1.346176191e-06
0.004166666667,-1.3720271e-06
0.0041875,-1.39408769e-06
0.004208333333,-1.411900371e-06
0.004229166667,-1.424676952e-06
0.00425,-1.433265425e-06
0.004270833333,-1.437639412e-06
0.004291666667,-1.438930326e-06
0.0043125,-1.43667512e-06
0.004333333333,-1.430831844e-06
0.004354166667,-1.420639705e-06
0.004375,-1.405673629e-06
0.004395833333,-1.386262852e-06
0.004416666667,-1.362490593e-06
0.0044375,-1.335285219e-06
0.004458333333,-1.304450279e-06
0.004479166667,-1.269798531e-06
0.0045,-1.230757675e-06
0.004520833333,-1.186376494e-06
0.004541666667,-1.137336653e-06
0.0045625,-1.08338827e-06
0.004583333333,-1.026352493e-06
0.004604166667,-9.660187743e-07
0.004625,-9.02964814e-07
0.004645833333,-8.363332995e-07
0.004666666667,-7.655612535e-07
0.0046875,-6.910348134e-07
0.004708333333,-6.131227792e-07
0.004729166667,-5.335544415e-07
0.00475,-4.526427233e-07
0.004770833333,-3.704956271e-07
0.004791666667,-2.862511792e-07
0.0048125,-1.987111773e-07
0.004833333333,-1.084678871e-07
0.004854166667,-1.560690777e-08
0.004875,7.748865016e-08
0.004895833333,1.709390318e-07
0.004916666667,2.640401249e-07
0.0049375,3.582965746e-07
0.004958333333,4.541818441e-07
0.004979166667,5.512997632e-07
0.005,6.487101132e-07
0.005020833333,7.440750096e-07
0.005041666667,8.370830642e-07
0.0050625,9.2741044e-07
0.005083333333,1.016303827e-06
0.005104166667,1.104701937e-06
0.005125,1.191780598e-06
0.005145833333,1.277227284e-06
0.005166666667,1.358443001e-06
0.0051875,1.435991862e-06
0.005208333333,1.509256208e-06
